Fiche client,Non,Prénom,E-mail,Âge,Sex,CIN,Activité,NumCompte,Décision,Décideur,Date decision,Date ouverture,Date de crédit,Montant de crédit,Code client,Nom de chargé clientèle,Solde Débit,Nature de compte,Mouvement,Référence dossier recouvrement,Cours de crédit,Anc,Anc debit (date)
3912,Stewart,Rebecca,amyramirez@example.com,28,F,634079371329,Tourisme,61932,Arrangement C.,CCT,2019-03-01,2023-06-01,2023-04-02,344225,CUST3912,Michael Hart,723,TRE,Virement,REF3912,2.9,10,2022-11-30
3913,Martinez,Paul,william03@example.net,69,M,816822288553,Agriculture,17571,Arrangement C.,CCT,2019-01-14,2023-01-05,2023-05-03,269911,CUST3913,Robert Moss,2207,Personnel,Versement,REF3913,4.46,4,2022-07-12
3914,Martin,Maria,rogersmichael@example.com,66,F,596508866380,Autre activité,1421,Arrangement C.,CCT,2022-04-12,2023-04-19,2022-11-22,185962,CUST3914,Rebecca Frazier,3240,TRE,Retrait,REF3914,2.22,9,2022-10-16
3915,Summers,Charles,erika67@example.net,67,M,631912143986,Travaux Publics,74985,CTX,CCT,2023-06-28,2023-04-22,2023-04-23,754958,CUST3915,William Brown,3399,Personnel,Virement,REF3915,3.36,8,2022-04-15
3916,Smith,Emily,fyoung@example.org,66,F,298722320034,Agriculture,63170,CTX,CR,2021-10-11,2023-04-17,2023-07-25,80812,CUST3916,Cindy Ortiz,118,Société,Virement,REF3916,3.17,9,2023-01-10
3917,Matthews,Tiffany,brian91@example.net,52,M,357158184781,Commerce et Dist.,21075,CTX,CCT,2021-01-12,2023-05-06,2022-12-21,100423,CUST3917,Wendy Francis,2505,Société,Virement,REF3917,4.98,6,2022-05-12
3918,Hancock,Dylan,collinsalexander@example.com,43,M,276406182198,Santé,48425,Arrangement C.,CR,2020-07-03,2023-08-06,2023-08-25,980777,CUST3918,Thomas Chavez,385,TRE,Retrait,REF3918,2.23,5,2023-04-16
3919,Rogers,Kristen,janet64@example.org,32,F,308893490414,Commerce et Dist.,73065,Arrangement C.,CR,2023-07-19,2023-07-29,2023-03-30,479032,CUST3919,Amanda Moore,4754,Personnel,Virement,REF3919,1.46,1,2023-03-31
3920,Nelson,Michael,jbaker@example.com,43,F,76714075947,Tourisme,31000,CTX,CCT,2019-09-23,2023-07-28,2023-01-16,30542,CUST3920,Bradley Davis,3059,TRE,Virement,REF3920,1.22,10,2022-01-15
3921,Hernandez,Kevin,orozcopatricia@example.com,48,F,399056197314,Santé,22686,CTX,CR,2021-02-21,2023-06-27,2023-02-06,658601,CUST3921,Jeffrey Suarez,4590,TRE,Retrait,REF3921,3.22,2,2023-01-16
3922,Thompson,Laura,trodriguez@example.org,24,M,615792833443,Commerce et Dist.,52532,CTX,CCT,2022-08-29,2023-07-30,2023-08-12,769664,CUST3922,Rebecca James,898,Personnel,Versement,REF3922,1.94,6,2023-05-29
3923,Smith,Kyle,karen31@example.net,69,M,402378277130,Commerce et Dist.,5443,CTX,CCT,2023-01-02,2023-03-04,2022-10-22,57766,CUST3923,Amanda Norris,2793,Société,Versement,REF3923,1.17,7,2023-01-19
3924,Holt,Austin,jonesjoshua@example.org,56,M,37280409883,Autre activité,79337,CTX,CCT,2020-07-15,2023-06-26,2023-08-04,434306,CUST3924,Nathaniel Fernandez,2536,Société,Virement,REF3924,4.4,8,2023-02-27
3925,Campbell,Christine,katelyn08@example.com,39,F,583440474399,Commerce et Dist.,3704,Arrangement C.,CR,2018-10-18,2023-03-03,2023-07-23,429284,CUST3925,Vanessa Williams,2279,Société,Virement,REF3925,4.64,10,2023-08-03
3926,Hawkins,Wendy,james43@example.net,38,M,458375505515,Commerce et Dist.,82197,CTX,CR,2019-10-24,2022-11-22,2023-02-09,138397,CUST3926,Dr. Christopher Best,1470,TRE,Virement,REF3926,1.77,3,2022-11-09
3927,Huber,Mary,ramirezdevon@example.com,70,M,881887626154,Autre activité,18743,CTX,CR,2019-10-15,2023-03-21,2023-06-25,634478,CUST3927,John Johnson,2432,Personnel,Versement,REF3927,3.0,9,2022-07-22
3928,Huerta,Tonya,ashleystephenson@example.com,56,M,668645015218,Travaux Publics,55539,CTX,CCT,2022-02-03,2022-10-12,2023-03-30,815123,CUST3928,Stephen Maxwell,113,Société,Virement,REF3928,4.26,2,2023-07-15
3929,Allen,Shawn,oporter@example.org,21,F,364100519052,Santé,95385,Arrangement C.,CCT,2023-06-13,2023-05-30,2023-08-23,971848,CUST3929,David Padilla,827,Personnel,Virement,REF3929,3.02,5,2023-08-14
3930,Mercado,Thomas,zmartinez@example.org,45,F,959177646350,Agriculture,6910,CTX,CCT,2020-01-09,2023-02-27,2023-01-19,590512,CUST3930,Paula Mccarthy,3115,Personnel,Versement,REF3930,3.5,7,2023-07-12
3931,Butler,Cathy,rdyer@example.com,23,F,282915056489,Autre activité,50068,CTX,CCT,2021-03-12,2023-08-05,2023-09-21,161541,CUST3931,Shawn Elliott,854,TRE,Retrait,REF3931,3.85,10,2022-02-24
3932,Gutierrez,Debra,lisa91@example.net,50,F,636981753623,Agriculture,49123,Arrangement C.,CR,2021-12-09,2023-03-03,2023-07-07,936543,CUST3932,Richard Miller,3677,Personnel,Versement,REF3932,4.95,3,2023-03-12
3933,Sweeney,Jenny,xgreen@example.net,35,M,205066242580,Agriculture,39948,Arrangement C.,CCT,2019-09-16,2023-03-21,2023-06-04,296474,CUST3933,Derrick Parker,1187,Personnel,Retrait,REF3933,4.21,9,2022-06-23
3934,Page,Chelsea,ijones@example.net,35,F,976740857758,Commerce et Dist.,62019,CTX,CR,2022-11-24,2023-09-12,2023-05-10,413975,CUST3934,Brandon Woods,2271,Personnel,Retrait,REF3934,2.62,10,2023-07-10
3935,Nelson,Zachary,serranoelaine@example.com,70,M,63670202832,Commerce et Dist.,11259,Arrangement C.,CR,2019-08-31,2023-04-27,2022-12-03,627085,CUST3935,Alexander Higgins,4634,Personnel,Retrait,REF3935,2.49,9,2023-03-29
3936,Parker,Jacob,michaeldavis@example.com,63,M,21533133654,Santé,21022,Arrangement C.,CR,2020-02-02,2022-12-18,2023-04-29,855052,CUST3936,Nicole Salinas,3220,Société,Retrait,REF3936,1.76,9,2022-06-24
3937,Logan,Anne,maguilar@example.com,54,M,901296972849,Transport,76863,Arrangement C.,CR,2023-09-11,2023-02-19,2023-09-14,427413,CUST3937,Alexander Sanchez,1742,Personnel,Retrait,REF3937,2.48,6,2023-01-03
3938,Miller,Erika,sarahcarpenter@example.com,67,M,940620652374,Tourisme,87126,Arrangement C.,CCT,2021-06-08,2022-11-18,2022-12-01,95401,CUST3938,James Wall,3395,TRE,Virement,REF3938,4.53,10,2022-05-10
3939,Sandoval,Dwayne,marcowallace@example.net,49,M,540153785710,Commerce et Dist.,61434,Arrangement C.,CR,2022-12-03,2023-07-26,2023-08-25,459170,CUST3939,Linda Jensen,4299,Société,Versement,REF3939,2.76,3,2022-07-14
3940,Knapp,Ryan,hollandpatrick@example.org,26,M,606511266951,Agriculture,82291,Arrangement C.,CR,2020-02-24,2023-01-28,2023-02-06,257007,CUST3940,Michael Martin,3504,Personnel,Virement,REF3940,2.28,2,2023-07-28
3941,Robinson,Jill,mwhite@example.com,48,M,472857302168,Travaux Publics,53064,Arrangement C.,CR,2022-05-15,2023-02-27,2023-09-19,246757,CUST3941,William Berry,373,Personnel,Retrait,REF3941,4.71,10,2021-12-10
3942,Martin,Krista,teresajohnson@example.net,54,F,393511922219,Autre activité,62942,CTX,CR,2023-05-28,2023-09-07,2023-05-26,503807,CUST3942,Jessica Atkins MD,4336,Société,Retrait,REF3942,4.05,6,2023-08-10
3943,Hughes,Linda,john66@example.org,30,F,589413790312,Autre activité,1779,Arrangement C.,CR,2021-07-03,2023-06-21,2023-08-17,719951,CUST3943,Jesse Garcia,4755,Société,Versement,REF3943,3.12,6,2023-04-25
3944,Brown,Patrick,melanie02@example.org,39,F,463616714591,Autre activité,80789,Arrangement C.,CCT,2019-07-03,2022-10-20,2023-04-10,494503,CUST3944,Joan Hayes DVM,867,TRE,Retrait,REF3944,1.16,6,2022-06-29
3945,Nguyen,Chase,cshepard@example.com,23,M,729285583423,Transport,86794,Arrangement C.,CR,2021-02-14,2023-06-12,2022-12-18,126777,CUST3945,Emily Larson,1148,Personnel,Virement,REF3945,4.69,6,2022-03-12
3946,Ellison,Adam,tbriggs@example.org,51,M,5132810736,Agriculture,24864,CTX,CR,2019-08-18,2022-12-19,2023-02-05,983501,CUST3946,Jose Baldwin,3397,TRE,Virement,REF3946,2.96,4,2022-06-19
3947,Torres,Joshua,timothyguerra@example.com,57,M,802390612540,Santé,85716,Arrangement C.,CCT,2023-03-13,2022-11-06,2023-06-11,331364,CUST3947,Michael Williams,3359,TRE,Virement,REF3947,4.6,9,2022-05-02
3948,Waters,Kelly,rgonzalez@example.net,45,F,995303095658,Travaux Publics,27654,Arrangement C.,CR,2019-11-12,2023-03-18,2023-06-05,879118,CUST3948,Bruce Patterson,1638,Personnel,Virement,REF3948,2.41,9,2021-12-12
3949,Blake,Richard,cynthialong@example.com,25,F,4206275226,Tourisme,18668,CTX,CR,2021-02-02,2023-02-18,2023-10-08,456071,CUST3949,Karen David,795,Personnel,Versement,REF3949,3.31,8,2023-06-27
3950,Morris,Stacey,michaelmontgomery@example.net,42,M,284392668545,Transport,38576,Arrangement C.,CCT,2019-06-14,2023-06-24,2023-05-09,334280,CUST3950,Vicki Spencer,901,Personnel,Virement,REF3950,2.12,3,2022-04-07
3951,James,Karen,smithbenjamin@example.net,65,M,116703002689,Agriculture,8054,Arrangement C.,CCT,2023-10-10,2023-02-26,2023-08-13,455011,CUST3951,Stephen Mccoy,4318,TRE,Retrait,REF3951,4.62,10,2023-07-26
3952,Campbell,Benjamin,laurapatterson@example.org,21,M,826288054336,Commerce et Dist.,74781,Arrangement C.,CR,2020-10-20,2022-10-20,2023-10-10,256423,CUST3952,Mark Hoffman,4737,TRE,Retrait,REF3952,2.45,7,2022-07-08
3953,Hernandez,Andrew,ryan55@example.net,32,M,752848573666,Agriculture,62876,CTX,CR,2020-09-21,2022-10-15,2022-11-16,421725,CUST3953,Daniel Johnson,2339,Personnel,Virement,REF3953,2.78,7,2023-06-24
3954,Parker,Bryan,estradasean@example.org,32,F,169483463712,Autre activité,76277,CTX,CR,2019-11-05,2023-07-13,2023-08-14,510344,CUST3954,Johnathan Kelly,2135,Personnel,Versement,REF3954,4.62,6,2021-12-24
3955,Ortega,Karen,yharris@example.org,34,F,667179938088,Transport,48057,CTX,CR,2021-02-09,2023-05-14,2022-10-25,866523,CUST3955,Kristina Park,2781,TRE,Versement,REF3955,1.83,9,2023-07-03
3956,Blanchard,Austin,james32@example.net,18,M,534313967882,Agriculture,37308,CTX,CCT,2022-04-17,2022-11-12,2023-02-16,349479,CUST3956,Heather Johnson,4646,Personnel,Retrait,REF3956,4.24,8,2022-03-10
3957,White,Jeffrey,josephford@example.net,54,F,706481572963,Commerce et Dist.,51186,Arrangement C.,CCT,2020-09-08,2023-07-03,2023-07-24,993077,CUST3957,Reginald Meyer,1122,TRE,Versement,REF3957,3.27,7,2021-10-17
3958,Blankenship,Timothy,john91@example.net,38,M,999323942354,Santé,45188,CTX,CR,2020-03-29,2023-02-06,2022-12-31,416345,CUST3958,Kiara Sanders,1893,TRE,Virement,REF3958,3.4,9,2023-03-22
3959,Yoder,Lauren,rachel03@example.net,40,M,833511847698,Tourisme,78918,Arrangement C.,CR,2021-04-30,2023-06-24,2023-03-01,273535,CUST3959,Edward Stokes,2519,Société,Virement,REF3959,1.45,6,2023-09-10
3960,Anderson,Bryan,mary89@example.com,25,F,88447239736,Travaux Publics,14187,CTX,CR,2018-11-25,2023-03-29,2023-04-26,888080,CUST3960,Lisa Gonzales,646,Société,Virement,REF3960,2.79,6,2022-10-29
3961,Smith,Nicole,rogersedgar@example.org,31,M,606387178344,Agriculture,32615,CTX,CCT,2020-11-03,2022-12-19,2023-05-13,551840,CUST3961,Kelli Evans,262,Personnel,Virement,REF3961,4.42,6,2022-03-24
3962,Newton,Benjamin,villanuevasarah@example.net,65,F,989519883833,Tourisme,26736,Arrangement C.,CR,2023-06-01,2023-04-13,2023-08-04,855384,CUST3962,Michele Gomez,3394,Société,Retrait,REF3962,2.71,1,2023-08-13
3963,Clark,Joseph,qperry@example.com,69,M,39825602634,Commerce et Dist.,19746,Arrangement C.,CCT,2019-04-06,2023-05-21,2023-05-16,337034,CUST3963,Brent Murray,657,TRE,Retrait,REF3963,4.62,4,2022-10-11
3964,Baker,Matthew,elizabethhorne@example.org,18,F,184759298902,Autre activité,29755,CTX,CR,2022-09-15,2022-10-22,2023-06-03,723374,CUST3964,Mercedes Jones,1094,Société,Virement,REF3964,4.44,10,2022-08-06
3965,Valdez,Isaiah,saracross@example.org,42,F,50003778170,Commerce et Dist.,84893,Arrangement C.,CR,2022-01-27,2023-02-10,2022-12-10,532146,CUST3965,Phillip Ayers,2790,TRE,Versement,REF3965,4.29,9,2023-07-25
3966,Powell,Crystal,hansenkathleen@example.com,39,M,885051543242,Tourisme,16041,CTX,CCT,2019-06-21,2023-09-01,2023-03-29,107702,CUST3966,Michael Ortiz,2067,Société,Retrait,REF3966,3.95,2,2022-11-29
3967,Sutton,Theresa,walter33@example.org,53,F,423582761687,Tourisme,11752,Arrangement C.,CCT,2020-10-29,2023-06-06,2022-11-22,16560,CUST3967,James Johnson,4919,TRE,Retrait,REF3967,1.3,10,2023-06-18
3968,Yoder,Kaitlin,peterhurst@example.org,55,M,231527704150,Tourisme,97353,CTX,CCT,2019-07-28,2023-04-15,2023-07-17,951128,CUST3968,Jenna Brown,4468,Société,Versement,REF3968,2.76,4,2022-09-06
3969,Austin,Jonathan,lindasanders@example.org,55,F,273115078819,Tourisme,53659,CTX,CCT,2019-09-06,2022-12-24,2023-06-16,844770,CUST3969,Daniel Brady,4536,TRE,Virement,REF3969,3.33,10,2022-09-14
3970,Young,Kenneth,smithbrent@example.org,61,M,272849970572,Tourisme,20067,Arrangement C.,CR,2019-08-16,2023-02-02,2023-03-10,846892,CUST3970,Veronica Miller,4380,Personnel,Retrait,REF3970,1.57,9,2023-05-13
3971,Fuller,Dwayne,lcardenas@example.net,35,F,795793696870,Commerce et Dist.,26080,Arrangement C.,CCT,2020-11-14,2023-02-26,2022-11-04,972588,CUST3971,Dustin Lin,1883,Société,Versement,REF3971,3.79,7,2022-07-04
3972,Moran,Megan,chapmanashley@example.com,47,F,821107221031,Travaux Publics,30861,Arrangement C.,CCT,2021-07-02,2022-11-17,2023-01-16,928602,CUST3972,Alexandra Clarke,2704,Société,Versement,REF3972,4.21,2,2023-01-27
3973,Moreno,Jeffrey,jshepard@example.org,54,F,952055610302,Agriculture,50476,CTX,CR,2020-09-24,2023-06-28,2022-12-08,391497,CUST3973,Randy Hudson,3338,Société,Retrait,REF3973,1.27,5,2022-06-28
3974,Castillo,Glenn,vwest@example.net,46,M,463311233160,Agriculture,68584,Arrangement C.,CCT,2019-06-17,2023-05-03,2022-10-31,942641,CUST3974,Eric Matthews,2590,TRE,Virement,REF3974,1.38,10,2022-06-13
3975,Jordan,Christopher,nicholas89@example.org,56,M,340214615476,Santé,35722,Arrangement C.,CR,2022-10-08,2023-02-25,2023-03-16,89301,CUST3975,Brandy Stewart,2585,Société,Virement,REF3975,2.67,2,2021-11-23
3976,Smith,Sheila,parkergail@example.com,29,F,306541680305,Autre activité,186,Arrangement C.,CCT,2019-08-17,2022-12-15,2022-12-21,800317,CUST3976,Adam Benitez,3452,Personnel,Versement,REF3976,4.97,5,2023-07-11
3977,Williams,Pamela,csavage@example.org,39,F,848546982448,Autre activité,58223,CTX,CCT,2019-02-16,2023-06-26,2023-03-22,17108,CUST3977,Hannah Ponce,4728,TRE,Retrait,REF3977,4.19,7,2022-12-07
3978,Ward,Trevor,trevor52@example.com,47,F,365386611279,Autre activité,89116,CTX,CCT,2021-02-07,2023-02-09,2023-09-04,405430,CUST3978,John Gould,1447,Personnel,Retrait,REF3978,1.72,4,2021-12-06
3979,Allen,Kathryn,ydaniel@example.com,63,F,897457385634,Commerce et Dist.,58080,Arrangement C.,CR,2022-10-09,2022-11-02,2023-07-03,37156,CUST3979,Nathan Perez,4505,Personnel,Versement,REF3979,1.57,3,2022-03-14
3980,Carlson,Alexandra,roberthudson@example.net,30,M,424027674288,Commerce et Dist.,12466,CTX,CR,2020-11-22,2023-05-16,2023-03-05,323163,CUST3980,Jessica Keller,2575,TRE,Versement,REF3980,3.18,7,2022-02-12
3981,Sanchez,Nancy,andreayala@example.net,34,M,166785797062,Santé,70317,CTX,CCT,2019-03-18,2023-03-20,2023-02-17,199866,CUST3981,Amy Hall,2923,Personnel,Virement,REF3981,2.45,6,2023-10-10
3982,Dillon,Stephanie,craigjordan@example.net,62,F,8919013676,Agriculture,46017,CTX,CCT,2022-09-07,2023-05-19,2023-06-29,466898,CUST3982,Casey Arias,4480,Société,Versement,REF3982,1.92,1,2022-11-04
3983,Cobb,Stacey,michael45@example.net,24,F,921657289120,Travaux Publics,507,Arrangement C.,CR,2021-10-07,2023-08-31,2023-09-27,853469,CUST3983,Elizabeth Moore,3169,Personnel,Versement,REF3983,3.53,2,2022-05-24
3984,Wolf,Kristy,nicole43@example.org,33,M,122782871233,Commerce et Dist.,77128,Arrangement C.,CR,2023-01-31,2022-12-06,2023-08-31,892874,CUST3984,Brenda Thornton,299,Société,Retrait,REF3984,2.86,3,2023-09-18
3985,Matthews,Beth,rachel21@example.net,48,F,85874663305,Transport,6340,CTX,CCT,2023-04-18,2023-06-18,2022-12-14,756724,CUST3985,Leroy Ibarra,3237,Société,Retrait,REF3985,2.83,1,2022-10-10
3986,Gomez,Laura,nicholas35@example.org,65,F,267408441864,Santé,52638,Arrangement C.,CCT,2018-10-19,2023-06-18,2022-11-11,235891,CUST3986,Roberta Gibbs,2210,TRE,Versement,REF3986,3.57,2,2022-03-24
3987,Peterson,Noah,richardfranklin@example.org,30,F,519384870986,Transport,93222,Arrangement C.,CR,2021-08-06,2023-09-28,2023-05-02,682297,CUST3987,Justin Fields,4257,Société,Retrait,REF3987,1.09,3,2022-04-30
3988,Roberts,Stanley,allisonsingh@example.org,63,M,888512256563,Commerce et Dist.,94421,CTX,CCT,2019-05-05,2023-03-29,2023-08-20,164155,CUST3988,Nicholas Russell,2327,TRE,Virement,REF3988,4.88,6,2022-09-15
3989,Irwin,Shannon,dgreen@example.com,51,M,924355736271,Santé,73664,CTX,CR,2022-01-16,2023-08-21,2023-07-15,513260,CUST3989,Latasha Odom,1686,Société,Retrait,REF3989,4.55,3,2022-04-12
3990,Arroyo,John,julie51@example.org,35,F,161231456779,Commerce et Dist.,33033,CTX,CCT,2020-01-28,2022-10-13,2023-01-20,95032,CUST3990,John Palmer,4099,Société,Versement,REF3990,3.28,6,2022-02-06
3991,Hughes,Gloria,kimevans@example.org,35,M,949460289393,Santé,18884,CTX,CCT,2022-10-03,2023-09-15,2023-08-28,662104,CUST3991,Aaron Moore,948,Personnel,Virement,REF3991,2.12,1,2022-12-05
3992,Edwards,Tracey,nolanjill@example.net,52,M,375529290980,Transport,54083,Arrangement C.,CCT,2019-05-13,2023-01-03,2023-07-29,934096,CUST3992,Mr. David Bailey,4891,TRE,Virement,REF3992,2.54,6,2022-07-29
3993,Nelson,Courtney,nwalker@example.com,27,M,522177878697,Agriculture,56411,CTX,CCT,2022-05-07,2023-03-26,2023-09-14,951914,CUST3993,Deborah Atkinson,2445,Personnel,Virement,REF3993,2.32,4,2023-06-28
3994,King,Jesse,cardenasjames@example.org,52,F,46304559339,Autre activité,86649,CTX,CR,2022-10-12,2023-05-01,2023-06-02,986313,CUST3994,Sarah Berger,428,Société,Versement,REF3994,4.76,9,2021-11-05
3995,Roberts,Rebecca,andrewrobbins@example.org,56,M,784484159065,Tourisme,87262,Arrangement C.,CCT,2023-01-05,2023-06-12,2023-08-28,589759,CUST3995,Jocelyn Sanchez,2481,Société,Virement,REF3995,2.87,10,2022-12-29
3996,Long,Stacy,jade44@example.org,21,M,480061703220,Travaux Publics,82367,CTX,CR,2022-04-05,2023-06-16,2022-12-26,556144,CUST3996,Megan Osborne,4966,Société,Versement,REF3996,3.04,9,2023-03-06
3997,Medina,Sean,mandy35@example.com,52,F,381585387513,Autre activité,95465,CTX,CR,2020-06-21,2023-08-03,2023-02-27,507476,CUST3997,Mrs. Megan Strickland MD,3901,Société,Versement,REF3997,2.1,6,2023-07-12
3998,Lucero,Taylor,lauren11@example.net,69,M,975625645986,Agriculture,79984,Arrangement C.,CCT,2019-11-15,2023-02-02,2022-11-14,791162,CUST3998,Dalton Walker,4337,TRE,Virement,REF3998,1.77,2,2021-12-07
3999,Berry,Kara,robert00@example.com,61,F,812231277676,Tourisme,98038,Arrangement C.,CR,2018-12-10,2022-10-21,2023-05-17,955592,CUST3999,Allison Jones,1296,Personnel,Versement,REF3999,4.34,1,2022-01-13
4000,Bruce,Teresa,phobbs@example.org,57,F,128394126450,Santé,21759,Arrangement C.,CR,2022-04-09,2023-08-28,2023-09-27,787174,CUST4000,Philip Dickerson,346,TRE,Retrait,REF4000,3.49,7,2023-01-12
4001,Watkins,Mark,aaron44@example.org,60,M,959538729870,Santé,90065,CTX,CCT,2023-08-05,2022-12-27,2023-03-03,832031,CUST4001,Mark Davidson,4675,TRE,Retrait,REF4001,3.51,10,2022-05-06
4002,Salazar,Ashley,ylopez@example.net,40,M,917150603919,Tourisme,89613,CTX,CCT,2020-03-27,2023-09-30,2023-05-19,880551,CUST4002,Robert Parker,196,TRE,Retrait,REF4002,1.56,8,2023-10-06
4003,Thompson,Angelica,garzamark@example.net,63,F,609254677488,Travaux Publics,44977,Arrangement C.,CCT,2019-07-01,2022-10-25,2022-11-25,998267,CUST4003,Carla White,2221,Personnel,Virement,REF4003,1.56,1,2023-01-11
4004,Combs,Sarah,barryjohnson@example.com,47,M,434781247936,Transport,91356,CTX,CCT,2021-06-23,2023-01-15,2022-12-12,400591,CUST4004,David Stephens,2987,Société,Retrait,REF4004,2.11,6,2023-08-21
4005,Ruiz,Catherine,torreswendy@example.net,29,M,692283414506,Autre activité,74225,Arrangement C.,CR,2020-12-18,2023-07-05,2023-03-25,220628,CUST4005,Tammy Hall,3509,Société,Versement,REF4005,2.64,4,2022-09-15
4006,Freeman,Amy,michaelandrews@example.com,62,M,560510832060,Tourisme,88992,CTX,CR,2020-09-12,2023-08-27,2023-04-01,938886,CUST4006,Dr. Philip Best,3963,Société,Versement,REF4006,3.99,2,2022-12-01
4007,Dennis,William,jonathantaylor@example.net,54,M,745374640765,Santé,24194,Arrangement C.,CR,2021-02-09,2023-07-30,2022-11-18,408967,CUST4007,David Graham,3283,TRE,Retrait,REF4007,4.69,9,2022-05-15
4008,King,Rachel,timothywilson@example.net,28,M,993935522809,Tourisme,17987,CTX,CR,2022-12-12,2023-01-30,2023-03-16,288396,CUST4008,Cassandra Brooks,1452,TRE,Retrait,REF4008,1.62,6,2022-05-05
4009,Larsen,Andrew,carolyngray@example.net,64,F,102737262291,Travaux Publics,93874,CTX,CCT,2020-11-09,2023-03-15,2022-10-16,894453,CUST4009,David Rollins,1862,Société,Retrait,REF4009,4.15,6,2023-10-04
4010,Wood,Steven,bill98@example.com,52,F,482803548454,Commerce et Dist.,94403,CTX,CR,2021-12-29,2023-06-28,2023-08-28,268498,CUST4010,Gina Moore,3795,Personnel,Versement,REF4010,2.65,4,2021-10-16
4011,Powers,Justin,kbush@example.net,42,M,525549317245,Commerce et Dist.,69098,Arrangement C.,CCT,2019-04-23,2023-05-26,2023-01-26,394268,CUST4011,Anthony King,137,Personnel,Versement,REF4011,1.69,4,2022-06-18
4012,Andrews,Jacob,ywilson@example.net,49,F,334848463551,Transport,75077,Arrangement C.,CCT,2021-10-19,2022-12-07,2022-11-18,343824,CUST4012,Andrew Vasquez,4059,TRE,Retrait,REF4012,2.4,8,2022-05-15
4013,Howard,Robert,ginaruiz@example.net,37,F,291462825698,Travaux Publics,4864,Arrangement C.,CCT,2021-03-05,2023-02-27,2023-08-21,632820,CUST4013,Nicholas Jones,623,Personnel,Retrait,REF4013,2.72,8,2022-12-13
4014,Miranda,Sarah,jennifer47@example.net,38,M,195946275688,Autre activité,66112,Arrangement C.,CR,2022-11-18,2022-11-14,2023-09-07,315181,CUST4014,Joy Wu,3945,Personnel,Virement,REF4014,2.9,7,2022-08-08
4015,Lucero,Susan,nicholaswilliams@example.com,53,F,601530699908,Travaux Publics,49006,CTX,CCT,2022-08-18,2023-06-19,2022-12-23,693723,CUST4015,Michael Miller,455,Société,Virement,REF4015,1.31,9,2021-10-21
4016,Villa,Jose,bradleyarnold@example.org,66,M,488506283610,Transport,37548,CTX,CR,2021-11-23,2022-12-25,2023-02-22,508129,CUST4016,Christine Taylor,2890,Société,Versement,REF4016,4.3,5,2022-09-20
4017,Oliver,Lisa,brittany84@example.com,61,F,975980970490,Autre activité,855,Arrangement C.,CR,2019-10-13,2023-03-10,2023-10-07,502801,CUST4017,Lauren Stone,1527,TRE,Retrait,REF4017,4.34,8,2022-12-13
4018,Tyler,Teresa,lvega@example.net,39,M,777646008066,Travaux Publics,92678,CTX,CCT,2021-11-04,2023-07-02,2023-06-11,767503,CUST4018,Jacob Miller,3629,Société,Retrait,REF4018,3.17,6,2022-02-22
4019,Gross,Margaret,fisherchelsea@example.org,68,F,711038134566,Tourisme,25123,CTX,CCT,2019-08-12,2023-09-10,2023-07-25,393831,CUST4019,Scott Harvey,2528,Personnel,Versement,REF4019,1.53,8,2022-03-28
4020,Lopez,Patricia,psmith@example.org,30,F,854157651395,Tourisme,43559,Arrangement C.,CR,2022-09-25,2023-03-12,2022-10-23,757749,CUST4020,Karen Henson,4764,Personnel,Retrait,REF4020,1.28,3,2022-12-02
4021,Kemp,Jason,amorrison@example.net,53,M,866326918526,Autre activité,19768,CTX,CCT,2021-07-24,2023-07-20,2022-10-17,539175,CUST4021,Craig Ochoa,2294,Personnel,Virement,REF4021,1.62,6,2021-12-05
4022,Lopez,Marvin,yfrye@example.org,21,M,29272708307,Tourisme,10562,Arrangement C.,CCT,2020-10-28,2023-07-12,2023-03-28,707912,CUST4022,Steven Nichols,3080,Personnel,Virement,REF4022,2.03,9,2021-12-17
4023,Morris,Katherine,timothyfields@example.com,50,F,427864750381,Commerce et Dist.,19348,Arrangement C.,CR,2021-08-19,2023-02-01,2023-03-24,730817,CUST4023,Edward Nelson,3119,Société,Virement,REF4023,4.77,6,2021-11-02
4024,Martin,Donna,timothyperry@example.net,25,M,331237460732,Travaux Publics,15052,Arrangement C.,CR,2018-11-29,2023-06-23,2023-04-25,843537,CUST4024,John Anderson,2099,Société,Retrait,REF4024,3.89,8,2023-07-27
4025,Williams,Kimberly,dschmidt@example.com,39,F,282749361263,Agriculture,5316,CTX,CR,2021-06-07,2023-08-17,2022-12-07,622929,CUST4025,Joann Harris,139,Personnel,Versement,REF4025,4.87,9,2022-02-07
4026,Juarez,Christopher,haroldwiggins@example.org,39,M,661599518329,Transport,67485,CTX,CR,2021-12-22,2022-10-17,2023-07-13,674400,CUST4026,Luke Raymond,1616,Personnel,Versement,REF4026,4.04,9,2023-03-24
4027,Best,Kimberly,igarcia@example.net,46,M,975569309129,Autre activité,18038,CTX,CR,2019-05-22,2023-04-11,2022-10-15,549286,CUST4027,Michael Davis,914,TRE,Retrait,REF4027,1.47,10,2022-12-23
4028,Suarez,Jason,victorjackson@example.net,42,M,43314138418,Commerce et Dist.,40625,Arrangement C.,CR,2021-07-08,2023-07-19,2023-02-18,31529,CUST4028,Jonathan Bailey,1982,Personnel,Versement,REF4028,4.59,7,2022-05-12
